Title,"Actor Name",Role,"Released Year","Age Certification",Runtime,Genre,"Production Countries","IMDB Score","Number of Votes"
"Lagaan: Once Upon a Time in India","Amin Hajee",ACTOR,2001,PG,224,drama,IN,8.1,111053
"The Exorcist","Linda Blair",ACTOR,1973,R,133,horror,US,8.1,391942
"The Exorcist","Jason Miller",ACTOR,1973,R,133,horror,US,8.1,391942
"The Exorcist","Kitty Winn",ACTOR,1973,R,133,horror,US,8.1,391942
"The Exorcist","William O'Malley",ACTOR,1973,R,133,horror,US,8.1,391942
"The Exorcist","Jack MacGowran",ACTOR,1973,R,133,horror,US,8.1,391942
"The Exorcist","Peter Masterson",ACTOR,1973,R,133,horror,US,8.1,391942
"The Exorcist","Rudolf Schündler",ACTOR,1973,R,133,horror,US,8.1,391942
"The Exorcist","Robert Symonds",ACTOR,1973,R,133,horror,US,8.1,391942
"The Exorcist","Titos Vandis",ACTOR,1973,R,133,horror,US,8.1,391942
"The Exorcist","Eileen Dietz",ACTOR,1973,R,133,horror,US,8.1,391942
"The Exorcist","William Peter Blatty",ACTOR,1973,R,133,horror,US,8.1,391942
Rush,"Geoffrey Streatfeild",ACTOR,2013,R,123,drama,"US, DE, GB",8.1,465254
"The Exorcist","John Mahon",ACTOR,1973,R,133,horror,US,8.1,391942
"Minnal Murali","Baiju Santhosh",ACTOR,2021,NULL,158,action,IN,8.1,24681
"Into the Wild","Sharon Olds",ACTOR,2007,R,140,drama,US,8.1,611379
"Into the Wild","John Decker",ACTOR,2007,R,140,drama,US,8.1,611379
"Into the Wild","John Hofer",ACTOR,2007,R,140,drama,US,8.1,611379
"Into the Wild","Paul Knauls",ACTOR,2007,R,140,drama,US,8.1,611379
"Into the Wild","Jim Beidler",ACTOR,2007,R,140,drama,US,8.1,611379
"Into the Wild","Floyd Wall",ACTOR,2007,R,140,drama,US,8.1,611379
"Into the Wild","Candice Campos",ACTOR,2007,R,140,drama,US,8.1,611379
"Into the Wild","Malinda McCollum",ACTOR,2007,R,140,drama,US,8.1,611379
"Into the Wild","Jerry Hofer",ACTOR,2007,R,140,drama,US,8.1,611379
"Into the Wild","Jim Davis",ACTOR,2007,R,140,drama,US,8.1,611379
"Into the Wild","Craig Mutsch",ACTOR,2007,R,140,drama,US,8.1,611379
"Into the Wild","Everett "Insane Wayne" Smith",ACTOR,2007,R,140,drama,US,8.1,611379
"Into the Wild","Terry Waldner",ACTOR,2007,R,140,drama,US,8.1,611379
"Into the Wild","Matt Contreras",ACTOR,2007,R,140,drama,US,8.1,611379
"Into the Wild","Denise Sitton",ACTOR,2007,R,140,drama,US,8.1,611379
"Into the Wild","James J. O'Neill",ACTOR,2007,R,140,drama,US,8.1,611379
"Rising Phoenix","Xavier Gonzalez",ACTOR,2020,PG-13,105,documentation,GB,8.1,1659
"Rising Phoenix","Tatyana McFadden",ACTOR,2020,PG-13,105,documentation,GB,8.1,1659
"Rising Phoenix","Jean Baptiste Alaize",ACTOR,2020,PG-13,105,documentation,GB,8.1,1659
"A Silent Voice: The Movie","Ryo Nishitani",ACTOR,2016,PG-13,130,romance,JP,8.1,75132
"A Silent Voice: The Movie","Ayano Hamaguchi",ACTOR,2016,PG-13,130,romance,JP,8.1,75132
"A Silent Voice: The Movie","Erena Kamata",ACTOR,2016,PG-13,130,romance,JP,8.1,75132
"Minnal Murali","Femina George",ACTOR,2021,NULL,158,action,IN,8.1,24681
Klaus,"Tucker Meek",ACTOR,2019,PG,97,comedy,ES,8.1,141480
Rush,"Eiji Mihara",ACTOR,2013,R,123,drama,"US, DE, GB",8.1,465254
Rush,"Bob Constanduros",ACTOR,2013,R,123,drama,"US, DE, GB",8.1,465254
"Lagaan: Once Upon a Time in India","Paul Blackthorne",ACTOR,2001,PG,224,drama,IN,8.1,111053
Barfi!,"Shreya Ghoshal",ACTOR,2012,G,151,drama,IN,8.1,80643
"The Gift","Ibrahim Osward",ACTOR,2017,NULL,85,drama,TZ,8.1,20
"The Gift","Martin White",ACTOR,2017,NULL,85,drama,TZ,8.1,20
"The Gift","Monica Sizya",ACTOR,2017,NULL,85,drama,TZ,8.1,20
"The Gift","Jacob Steven",ACTOR,2017,NULL,85,drama,TZ,8.1,20
"The Gift","Akashi Mtenda",ACTOR,2017,NULL,85,drama,TZ,8.1,20
"The Exorcist","Lee J. Cobb",ACTOR,1973,R,133,horror,US,8.1,391942
"Stand by Me","Charlie Owens",ACTOR,1986,R,89,drama,US,8.1,392790
"Stand by Me","Kenneth Hodges",ACTOR,1986,R,89,drama,US,8.1,392790
"Stand by Me","John Hodges",ACTOR,1986,R,89,drama,US,8.1,392790
"Stand by Me","Susan Thorpe",ACTOR,1986,R,89,drama,US,8.1,392790
"Stand by Me","Kent W. Luttrell",ACTOR,1986,R,89,drama,US,8.1,392790
"Stand by Me","Rick Elliott",ACTOR,1986,R,89,drama,US,8.1,392790
"Stand by Me",Popeye,ACTOR,1986,R,89,drama,US,8.1,392790
"Stand by Me","Geanette Bobst",ACTOR,1986,R,89,drama,US,8.1,392790
"Stand by Me","Matt Williams",ACTOR,1986,R,89,drama,US,8.1,392790
"Stand by Me","Andy Lindberg",ACTOR,1986,R,89,drama,US,8.1,392790
"The Exorcist","Mary Boylan",ACTOR,1973,R,133,horror,US,8.1,391942
"Rising Phoenix","Andrew Parsons",ACTOR,2020,PG-13,105,documentation,GB,8.1,1659
Haider,"Mohommed Ali Shah",ACTOR,2014,PG-13,150,drama,IN,8.1,54001
"Stand by Me","O.B. Babbs",ACTOR,1986,R,89,drama,US,8.1,392790
"Rang De Basanti","Alice Patten",ACTOR,2006,PG-13,157,comedy,IN,8.1,118092
Klaus,"Julian Zane",ACTOR,2019,PG,97,comedy,ES,8.1,141480
"A Silent Voice: The Movie","Takuya Masumoto",ACTOR,2016,PG-13,130,romance,JP,8.1,75132
Asmaa,"Mohamed Younis",ACTOR,2011,NULL,96,drama,EG,8.1,4445
Seaspiracy,"Ali Tabrizi",ACTOR,2021,NULL,80,documentation,US,8.1,29604
Seaspiracy,"Lucy Tabrizi",ACTOR,2021,NULL,80,documentation,US,8.1,29604
"Minnal Murali","Rajesh Madhavan",ACTOR,2021,NULL,158,action,IN,8.1,24681
"My Octopus Teacher","Tom Foster",ACTOR,2020,NULL,84,documentation,"ZA, GB",8.1,51232
Nayattu,"Yama Gilgamesh",ACTOR,2021,NULL,124,drama,IN,8.1,6780
Nayattu,"Dineesh P",ACTOR,2021,NULL,124,drama,IN,8.1,6780
Nayattu,Manohariyamama,ACTOR,2021,NULL,124,drama,IN,8.1,6780
"Richard Pryor: Live in Concert","Jennifer Lee Pryor",ACTOR,1979,R,78,comedy,US,8.1,5141
"Minnal Murali","Devi Chandana",ACTOR,2021,NULL,158,action,IN,8.1,24681
"Minnal Murali","Arya Salim",ACTOR,2021,NULL,158,action,IN,8.1,24681
Qismat,"Gugu Gill",ACTOR,2018,NULL,140,romance,IN,8.1,3037
Bombay,"Nagendra Prasad",ACTOR,1995,NULL,141,romance,IN,8.1,12512
"27 Steps of May",Raihaanun,ACTOR,2019,NULL,112,drama,ID,8.1,466
"My Octopus Teacher","Craig Foster",ACTOR,2020,NULL,84,documentation,"ZA, GB",8.1,51232
"Stand by Me","Scott Beach",ACTOR,1986,R,89,drama,US,8.1,392790
"Lagaan: Once Upon a Time in India","Rachel Shelley",ACTOR,2001,PG,224,drama,IN,8.1,111053
"Stand by Me","Jason Oliver",ACTOR,1986,R,89,drama,US,8.1,392790
"Lagaan: Once Upon a Time in India","David Gant",ACTOR,2001,PG,224,drama,IN,8.1,111053
Klaus,"Sergio Pablos",ACTOR,2019,PG,97,comedy,ES,8.1,141480
"The Exorcist","Roy Cooper",ACTOR,1973,R,133,horror,US,8.1,391942
"The Exorcist","Ron Faber",ACTOR,1973,R,133,horror,US,8.1,391942
Rush,"Hans-Eckart Eckhardt",ACTOR,2013,R,123,drama,"US, DE, GB",8.1,465254
"The Exorcist","Arthur Storch",ACTOR,1973,R,133,horror,US,8.1,391942
"The Exorcist","Gina Petrushka",ACTOR,1973,R,133,horror,US,8.1,391942
"The Exorcist","Wallace Rooney",ACTOR,1973,R,133,horror,US,8.1,391942
"The Exorcist","Mason Curry",ACTOR,1973,R,133,horror,US,8.1,391942
Uyare,"Anarkali Marikar",ACTOR,2019,NULL,125,drama,IN,8.1,3522
Klaus,"Hudson West",ACTOR,2019,PG,97,comedy,ES,8.1,141480
Rush,"Xavier Laurent",ACTOR,2013,R,123,drama,"US, DE, GB",8.1,465254
Rush,"Augusto Dall'Ara",ACTOR,2013,R,123,drama,"US, DE, GB",8.1,465254
"Stand by Me","Gary Riley",ACTOR,1986,R,89,drama,US,8.1,392790
"Into the Wild","Brian H. Dierker",ACTOR,2007,R,140,drama,US,8.1,611379
"Into the Wild","Hal Holbrook",ACTOR,2007,R,140,drama,US,8.1,611379
"Into the Wild","Signe Egholm Olsen",ACTOR,2007,R,140,drama,US,8.1,611379
"Into the Wild","Robin Mathews",ACTOR,2007,R,140,drama,US,8.1,611379
"Into the Wild","Bryce Walters",ACTOR,2007,R,140,drama,US,8.1,611379
"Into the Wild","John Jabaley",ACTOR,2007,R,140,drama,US,8.1,611379
Rush,"Niki Lauda",ACTOR,2013,R,123,drama,"US, DE, GB",8.1,465254
"Into the Wild","Leonard Knight",ACTOR,2007,R,140,drama,US,8.1,611379
"Into the Wild","Parris Mosteller",ACTOR,2007,R,140,drama,US,8.1,611379
"Into the Wild","Timothy Levine",ACTOR,2007,R,140,drama,US,8.1,611379
"Into the Wild","Haley Sweet",ACTOR,2007,R,140,drama,US,8.1,611379
"Rising Phoenix","Jonnie Peacock",ACTOR,2020,PG-13,105,documentation,GB,8.1,1659
"The Square","Khalid Abdalla",ACTOR,2013,NULL,88,drama,"GB, US, EG",8.1,8949
Uyare,"Prem Prakash",ACTOR,2019,NULL,125,drama,IN,8.1,3522
"A Silent Voice: The Movie","Ikuko Tani",ACTOR,2016,PG-13,130,romance,JP,8.1,75132
Qismat,"Raj Dhaliwal",ACTOR,2018,NULL,140,romance,IN,8.1,3037
"Minnal Murali","Vasisht Umesh",ACTOR,2021,NULL,158,action,IN,8.1,24681
"Minnal Murali","Thennal Abhilash",ACTOR,2021,NULL,158,action,IN,8.1,24681
"Dil Chahta Hai","Rakesh Pandey",ACTOR,2001,G,183,drama,IN,8.1,71167
Asmaa,"Ahmed Kamal",ACTOR,2011,NULL,96,drama,EG,8.1,4445
Nayattu,"Anil Nedumangad",ACTOR,2021,NULL,124,drama,IN,8.1,6780
Barfi!,"Neeraj Khetrapal",ACTOR,2012,G,151,drama,IN,8.1,80643
Barfi!,"Apurva Pranjape",ACTOR,2012,G,151,drama,IN,8.1,80643
Barfi!,"Bhagyashree Dembla",ACTOR,2012,G,151,drama,IN,8.1,80643
Barfi!,"Rahul Malhothra",ACTOR,2012,G,151,drama,IN,8.1,80643
Barfi!,"Preiti Mamgain",ACTOR,2012,G,151,drama,IN,8.1,80643
Barfi!,"Nirmala D. Thappa",ACTOR,2012,G,151,drama,IN,8.1,80643
"The Legend of Bhagat Singh","D. Santosh",ACTOR,2002,NULL,155,drama,IN,8.1,16225
Rush,"David Calder",ACTOR,2013,R,123,drama,"US, DE, GB",8.1,465254
"Stand by Me","Jason Naylor",ACTOR,1986,R,89,drama,US,8.1,392790
"A Silent Voice: The Movie","Fuminori Komatsu",ACTOR,2016,PG-13,130,romance,JP,8.1,75132
Nayattu,"Kunchacko Boban",ACTOR,2021,NULL,124,drama,IN,8.1,6780
Seaspiracy,"Michael Klaper",ACTOR,2021,NULL,80,documentation,US,8.1,29604
Uyare,"Anil Murali",ACTOR,2019,NULL,125,drama,IN,8.1,3522
"Minnal Murali","Jude Anthany Joseph",ACTOR,2021,NULL,158,action,IN,8.1,24681
Asmaa,"Hani Adel",ACTOR,2011,NULL,96,drama,EG,8.1,4445
Asmaa,"Samia Asaad",ACTOR,2011,NULL,96,drama,EG,8.1,4445
"Rising Phoenix","Matt Stutzman",ACTOR,2020,PG-13,105,documentation,GB,8.1,1659
"Zindagi Na Milegi Dobara","Ariadna Cabrol",ACTOR,2011,PG,166,comedy,IN,8.1,75801
Barfi!,"Archana Dani",ACTOR,2012,G,151,drama,IN,8.1,80643
Klaus,"Amanda Philipson",ACTOR,2019,PG,97,comedy,ES,8.1,141480
"Minnal Murali","Shelly Kishore",ACTOR,2021,NULL,158,action,IN,8.1,24681
Udaan,"Aayan Boradia",ACTOR,2010,R,138,drama,IN,8.1,44556
"Lagaan: Once Upon a Time in India","Howard Lee",ACTOR,2001,PG,224,drama,IN,8.1,111053
"Rising Phoenix","Ntando Mahlangu",ACTOR,2020,PG-13,105,documentation,GB,8.1,1659
"Rising Phoenix","Cui Zhe",ACTOR,2020,PG-13,105,documentation,GB,8.1,1659
"Rising Phoenix","Ellie Cole",ACTOR,2020,PG-13,105,documentation,GB,8.1,1659
"Rising Phoenix","Eva Loeffler",ACTOR,2020,PG-13,105,documentation,GB,8.1,1659
"The Exorcist","Robert Gerringer",ACTOR,1973,R,133,horror,US,8.1,391942
"The Three Deaths of Marisela Escobedo","Ruth Fierro",ACTOR,2020,NULL,109,crime,MX,8.1,1641
"The Three Deaths of Marisela Escobedo","Juan Manuel Fraire Escobedo",ACTOR,2020,NULL,109,crime,MX,8.1,1641
"The Three Deaths of Marisela Escobedo","Blanca Escobedo",ACTOR,2020,NULL,109,crime,MX,8.1,1641
"The Three Deaths of Marisela Escobedo","Alejandro Fraire",ACTOR,2020,NULL,109,crime,MX,8.1,1641
"The Three Deaths of Marisela Escobedo","Patricia González",ACTOR,2020,NULL,109,crime,MX,8.1,1641
"The Alpinist","Marc-André Leclerc",ACTOR,2021,PG-13,92,documentation,"US, AT, GB",8,7192
"Angamaly Diaries","Chemban Vinod Jose",ACTOR,2017,NULL,132,action,IN,8,5901
"Casino Royale","Alexander Hathaway",ACTOR,2006,NULL,139,thriller,"GB, US, BS, CZ, DE",8,644336
"The Bourne Ultimatum","Charles Venn",ACTOR,2007,PG-13,115,thriller,"DE, ES, US, FR",8,627009
"The Invisible Guest","Jordi Llordella",ACTOR,2017,R,107,thriller,ES,8,170351
Silenced,"Kwon Hong-suk",ACTOR,2011,NULL,125,drama,KR,8,15889
Silenced,"Kim Ji-young",ACTOR,2011,NULL,125,drama,KR,8,15889
"Ip Man","Zhou Zhong",ACTOR,2008,R,108,drama,"HK, CN",8,221095
"Ip Man","Shi De Quiang",ACTOR,2008,R,108,drama,"HK, CN",8,221095
"Ip Man","Lu Kai",ACTOR,2008,R,108,drama,"HK, CN",8,221095
"Ip Man","Zhang Bo",ACTOR,2008,R,108,drama,"HK, CN",8,221095
"The Bourne Ultimatum","Bryan Reents",ACTOR,2007,PG-13,115,thriller,"DE, ES, US, FR",8,627009
"Sillu Karupatti",Sunaina,ACTOR,2019,G,138,drama,IN,8,1723
"The Invisible Guest","Blanca Martínez",ACTOR,2017,R,107,thriller,ES,8,170351
"Special 26","Bhagwan Tiwari",ACTOR,2013,NULL,144,thriller,IN,8,55489
"Blood Diamond","Mduduzi Mabaso",ACTOR,2006,R,143,thriller,"US, DE",8,536858
Silenced,"Park Kyoung-hee",ACTOR,2011,NULL,125,drama,KR,8,15889
"Angamaly Diaries","Sruthi Jayan",ACTOR,2017,NULL,132,action,IN,8,5901
"Ankhon Dekhi","Taranjit Kaur",ACTOR,2014,NULL,104,drama,IN,8,11330
Dasvi,"Arun Kushwah",ACTOR,2022,NULL,125,drama,IN,8,13140
"Casino Royale","Richard Branson",ACTOR,2006,NULL,139,thriller,"GB, US, BS, CZ, DE",8,644336
"Bāhubali: The Beginning","John Kokken",ACTOR,2015,PG-13,159,drama,IN,8,117333
"Angamaly Diaries","Merin Jose Pottackal",ACTOR,2017,NULL,132,action,IN,8,5901
"Sillu Karupatti","Kravmaga Sree Ram",ACTOR,2019,G,138,drama,IN,8,1723
"Sillu Karupatti",Rahul,ACTOR,2019,G,138,drama,IN,8,1723
"Sillu Karupatti",Venkatesh,ACTOR,2019,G,138,drama,IN,8,1723
"Sillu Karupatti","Baby Swetha",ACTOR,2019,G,138,drama,IN,8,1723
"Blood Diamond","Stephen Collins",ACTOR,2006,R,143,thriller,"US, DE",8,536858
"Take the Ball, Pass the Ball","Carles Puyol",ACTOR,2018,NULL,107,documentation,ES,8,3064
"Take the Ball, Pass the Ball","Jordi Cruyff",ACTOR,2018,NULL,107,documentation,ES,8,3064
"Take the Ball, Pass the Ball","Samuel Eto'o",ACTOR,2018,NULL,107,documentation,ES,8,3064
"Take the Ball, Pass the Ball","Sergio Busquets",ACTOR,2018,NULL,107,documentation,ES,8,3064
"Take the Ball, Pass the Ball","José Manuel Pinto",ACTOR,2018,NULL,107,documentation,ES,8,3064
"Angamaly Diaries","Athira Patel",ACTOR,2017,NULL,132,action,IN,8,5901
"Waiting for the Hearse","Gofredo Colombo",ACTOR,1985,NULL,87,comedy,AR,8,6285
"Take the Ball, Pass the Ball","Víctor Valdés",ACTOR,2018,NULL,107,documentation,ES,8,3064
"Take the Ball, Pass the Ball","Pep Guardiola",ACTOR,2018,NULL,107,documentation,ES,8,3064
Manu,"Darbha Appaji Ambarisha",ACTOR,2018,NULL,182,thriller,IN,8,1073
"Angamaly Diaries","Amrutha Anna Reji",ACTOR,2017,NULL,132,action,IN,8,5901
"Angamaly Diaries","Jolly Chirayath",ACTOR,2017,NULL,132,action,IN,8,5901
Silenced,"Baek Seung-hwan",ACTOR,2011,NULL,125,drama,KR,8,15889
"The Alpinist","Alex Honnold",ACTOR,2021,PG-13,92,documentation,"US, AT, GB",8,7192
"Waiting for the Hearse","Juan Acosta",ACTOR,1985,NULL,87,comedy,AR,8,6285
"The Silence of Others","José María Galante",ACTOR,2019,NULL,95,documentation,"FR, ES, US, CA",8,2048
"The Silence of Others","Felisa Echegoyen",ACTOR,2019,NULL,95,documentation,"FR, ES, US, CA",8,2048
"The Silence of Others","Ana Messuti",ACTOR,2019,NULL,95,documentation,"FR, ES, US, CA",8,2048
"The Silence of Others","María Ángeles Martín",ACTOR,2019,NULL,95,documentation,"FR, ES, US, CA",8,2048
"The Silence of Others","Maria Servini",ACTOR,2019,NULL,95,documentation,"FR, ES, US, CA",8,2048
"The Silence of Others","María de las Mercedes Bueno",ACTOR,2019,NULL,95,documentation,"FR, ES, US, CA",8,2048
"The Silence of Others","Ascensión Mendieta",ACTOR,2019,NULL,95,documentation,"FR, ES, US, CA",8,2048
"The Silence of Others","María Martín",ACTOR,2019,NULL,95,documentation,"FR, ES, US, CA",8,2048
"Big Fish","Jessica Lange",ACTOR,2003,PG-13,125,drama,US,8,435503
"Big Fish","Alison Lohman",ACTOR,2003,PG-13,125,drama,US,8,435503
"Big Fish","Matthew McGrory",ACTOR,2003,PG-13,125,drama,US,8,435503
"Big Fish","Loudon Wainwright III",ACTOR,2003,PG-13,125,drama,US,8,435503
"Big Fish","Arlene Tai",ACTOR,2003,PG-13,125,drama,US,8,435503
"Big Fish","Perry Walston",ACTOR,2003,PG-13,125,drama,US,8,435503
"Big Fish","Hailey Anne Nelson",ACTOR,2003,PG-13,125,drama,US,8,435503
"Big Fish","R. Keith Harris",ACTOR,2003,PG-13,125,drama,US,8,435503
"Big Fish","Grayson Stone",ACTOR,2003,PG-13,125,drama,US,8,435503
"Big Fish","Zac Gardner",ACTOR,2003,PG-13,125,drama,US,8,435503
"Big Fish","Karla Droege",ACTOR,2003,PG-13,125,drama,US,8,435503
"Big Fish","John Lowell",ACTOR,2003,PG-13,125,drama,US,8,435503
"Big Fish","Sallie Hedrick",ACTOR,2003,PG-13,125,drama,US,8,435503
"Big Fish","Charles McLawhorn",ACTOR,2003,PG-13,125,drama,US,8,435503
"Big Fish","James DeForest Parker",ACTOR,2003,PG-13,125,drama,US,8,435503
"Big Fish","Don Young",ACTOR,2003,PG-13,125,drama,US,8,435503
"Big Fish","Jeff Campbell",ACTOR,2003,PG-13,125,drama,US,8,435503
"Big Fish","Joanne Pankow",ACTOR,2003,PG-13,125,drama,US,8,435503
"Big Fish","Trevor Gagnon",ACTOR,2003,PG-13,125,drama,US,8,435503
"Big Fish","Daniel Wallace",ACTOR,2003,PG-13,125,drama,US,8,435503
"Big Fish","Will Thomas",ACTOR,2003,PG-13,125,drama,US,8,435503
"Big Fish","L.C. Holt",ACTOR,2003,PG-13,125,drama,US,8,435503
"Big Fish","Jake Brake",ACTOR,2003,PG-13,125,drama,US,8,435503
Dasvi,"Sachin Shroff",ACTOR,2022,NULL,125,drama,IN,8,13140
"Ankhon Dekhi","Jiya Bhardwaj",ACTOR,2014,NULL,104,drama,IN,8,11330
"Blade Runner 2049","Barkhad Abdi",ACTOR,2017,R,164,scifi,"CA, HU, MX, ES, GB, US",8,539864
"The Invisible Guest","Martina Hurtado",ACTOR,2017,R,107,thriller,ES,8,170351
"The Invisible Guest","Sandra Golpe",ACTOR,2017,R,107,thriller,ES,8,170351
"The Invisible Guest","Susana Molina",ACTOR,2017,R,107,thriller,ES,8,170351
"Blood Diamond","Tyrone Keogh",ACTOR,2006,R,143,thriller,"US, DE",8,536858
"Ip Man","Liu Ming-Zhe",ACTOR,2008,R,108,drama,"HK, CN",8,221095
"Life of Brian","Terence Bayler",ACTOR,1979,R,94,comedy,GB,8,392419
"Life of Brian","Kenneth Colley",ACTOR,1979,R,94,comedy,GB,8,392419
"Life of Brian","Charles McKeown",ACTOR,1979,R,94,comedy,GB,8,392419
"Life of Brian","Gwen Taylor",ACTOR,1979,R,94,comedy,GB,8,392419
"Life of Brian","Sue Jones-Davies",ACTOR,1979,R,94,comedy,GB,8,392419
"Life of Brian","John Case",ACTOR,1979,R,94,comedy,GB,8,392419
"Life of Brian","Bernard McKenna",ACTOR,1979,R,94,comedy,GB,8,392419
"Life of Brian","Andrew MacLachlan",ACTOR,1979,R,94,comedy,GB,8,392419
"Life of Brian","Chris Langham",ACTOR,1979,R,94,comedy,GB,8,392419
"Ip Man","Calvin Cheng",ACTOR,2008,R,108,drama,"HK, CN",8,221095
Her,"James Ozasky",ACTOR,2013,R,126,drama,US,8,586679
Her,"Samantha Sarakanti",ACTOR,2013,R,126,drama,US,8,586679
Her,"Gracie Prewitt",ACTOR,2013,R,126,drama,US,8,586679
Her,"Laura Kai Chen",ACTOR,2013,R,126,drama,US,8,586679
Her,"Wendy Leon",ACTOR,2013,R,126,drama,US,8,586679
Her,"Lil Buck",ACTOR,2013,R,126,drama,US,8,586679
"Bāhubali: The Beginning","Gabriela Bertante",ACTOR,2015,PG-13,159,drama,IN,8,117333
"Neon Genesis Evangelion: The End of Evangelion","Hiro Yuuki",ACTOR,1997,NULL,87,scifi,JP,8,51938
"The Invisible Guest","Helena Resano",ACTOR,2017,R,107,thriller,ES,8,170351
"Blade Runner 2049","Sylvia Hoeks",ACTOR,2017,R,164,scifi,"CA, HU, MX, ES, GB, US",8,539864
Manu,"Raja Goutham",ACTOR,2018,NULL,182,thriller,IN,8,1073
Manu,"Aberaam Varma",ACTOR,2018,NULL,182,thriller,IN,8,1073
Manu,"John Kottoly",ACTOR,2018,NULL,182,thriller,IN,8,1073
Manu,"Bindu Chandramouli",ACTOR,2018,NULL,182,thriller,IN,8,1073
Manu,Srikanth,ACTOR,2018,NULL,182,thriller,IN,8,1073
"Ankhon Dekhi","Javed Khan",ACTOR,2014,NULL,104,drama,IN,8,11330
"Blade Runner 2049","André Lukács Molnár",ACTOR,2017,R,164,scifi,"CA, HU, MX, ES, GB, US",8,539864
"Blade Runner 2049","Vilma Szécsi",ACTOR,2017,R,164,scifi,"CA, HU, MX, ES, GB, US",8,539864
"Blade Runner 2049","Kincsö Sánta",ACTOR,2017,R,164,scifi,"CA, HU, MX, ES, GB, US",8,539864
"Blade Runner 2049","Pál Nyári",ACTOR,2017,R,164,scifi,"CA, HU, MX, ES, GB, US",8,539864
"Blade Runner 2049","Joshua Tersoo Allagh",ACTOR,2017,R,164,scifi,"CA, HU, MX, ES, GB, US",8,539864
"Blade Runner 2049","Zoltán Béres",ACTOR,2017,R,164,scifi,"CA, HU, MX, ES, GB, US",8,539864
"Blade Runner 2049","Konstantin Pál",ACTOR,2017,R,164,scifi,"CA, HU, MX, ES, GB, US",8,539864
"Blade Runner 2049","Ferenc Györgyi",ACTOR,2017,R,164,scifi,"CA, HU, MX, ES, GB, US",8,539864
G.O.R.A.,"Cenk Durmazel",ACTOR,2004,PG-13,127,scifi,TR,8,61797
"Angamaly Diaries","Sreekanth Dasan",ACTOR,2017,NULL,132,action,IN,8,5901
"Take the Ball, Pass the Ball","Eiður Guðjohnsen",ACTOR,2018,NULL,107,documentation,ES,8,3064
"Ankhon Dekhi","Chandrachoor Rai",ACTOR,2014,NULL,104,drama,IN,8,11330
"Ip Man","Wang Zheng",ACTOR,2008,R,108,drama,"HK, CN",8,221095
"The Imitation Game","James Northcote",ACTOR,2014,PG-13,113,thriller,"US, GB",8,748654
"Blood Diamond","Jimi Mistry",ACTOR,2006,R,143,thriller,"US, DE",8,536858
"Blade Runner 2049","Mackenzie Davis",ACTOR,2017,R,164,scifi,"CA, HU, MX, ES, GB, US",8,539864
"Waiting for the Hearse","Andrea Tenuta",ACTOR,1985,NULL,87,comedy,AR,8,6285
G.O.R.A.,"İdil Fırat",ACTOR,2004,PG-13,127,scifi,TR,8,61797
G.O.R.A.,"Özge Özberk",ACTOR,2004,PG-13,127,scifi,TR,8,61797
"The Invisible Guest","Betsy Túrnez",ACTOR,2017,R,107,thriller,ES,8,170351
Vizontele,"Tuncer Salman",ACTOR,2001,NULL,110,comedy,TR,8,36291
"The Bourne Ultimatum","Joan Allen",ACTOR,2007,PG-13,115,thriller,"DE, ES, US, FR",8,627009
"Take the Ball, Pass the Ball","Xavi Hernández",ACTOR,2018,NULL,107,documentation,ES,8,3064
"Ip Man","Xing Yu",ACTOR,2008,R,108,drama,"HK, CN",8,221095
"The Invisible Guest","Laia Alberch",ACTOR,2017,R,107,thriller,ES,8,170351
"Big Fish","Robert Guillaume",ACTOR,2003,PG-13,125,drama,US,8,435503
"The Bourne Ultimatum","Mark Bazeley",ACTOR,2007,PG-13,115,thriller,"DE, ES, US, FR",8,627009
"The Battered Bastards of Baseball","Bing Russell",ACTOR,2014,R,80,documentation,US,8,3953
Her,"Claudia Choi",ACTOR,2013,R,126,drama,US,8,586679
"Special 26","Ujjwal Chopra",ACTOR,2013,NULL,144,thriller,IN,8,55489
"Ankhon Dekhi","Maya Sarao",ACTOR,2014,NULL,104,drama,IN,8,11330
Her,"Samantha Morton",ACTOR,2013,R,126,drama,US,8,586679
"Blood Diamond","Zenzo Ngqobe",ACTOR,2006,R,143,thriller,"US, DE",8,536858
"Casino Royale","Greg Bennett",ACTOR,2006,NULL,139,thriller,"GB, US, BS, CZ, DE",8,644336
"Blade Runner 2049","Wood Harris",ACTOR,2017,R,164,scifi,"CA, HU, MX, ES, GB, US",8,539864
Silenced,"Kim Hyun-soo",ACTOR,2011,NULL,125,drama,KR,8,15889
"I Am Kalam","Harsh Mayar",ACTOR,2010,G,88,comedy,IN,8,4166
"Ankhon Dekhi","Vidya Bhushan",ACTOR,2014,NULL,104,drama,IN,8,11330
"The Imitation Game","Vera Horton",ACTOR,2014,PG-13,113,thriller,"US, GB",8,748654
"The Bourne Ultimatum","Brian Smyj",ACTOR,2007,PG-13,115,thriller,"DE, ES, US, FR",8,627009
G.O.R.A.,"Erdem Uygan",ACTOR,2004,PG-13,127,scifi,TR,8,61797
"Bending the Arc","Jim Yong Kim",ACTOR,2017,NULL,102,documentation,US,8,314
"Bending the Arc","Ophelia Dahl",ACTOR,2017,NULL,102,documentation,US,8,314
"Bending the Arc","Paul Farmer",ACTOR,2017,NULL,102,documentation,US,8,314
"Angamaly Diaries","Antony Varghese",ACTOR,2017,NULL,132,action,IN,8,5901
